Loan_ID,Customer_ID,Product_Type,Loan_Amount,Loan_Start_Date,Loan_End_Date,Interest_Rate,Customer_Age,Customer_Location,Loan_Status,Repayment_Frequency,Late_Payments,Credit_Score,Repayment_History
L012175,C03930,Loan,231237.33,2018-08-08 13:10:30,2028-08-05 13:10:30,10.17,46,Maharashtra,Defaulted,Quarterly,3,537,Poor
L012176,C26374,Gold Loan,245338.9,2019-11-03 13:10:30,2022-11-02 13:10:30,3.18,27,Karnataka,Closed,Quarterly,4,474,Excellent
L012177,C09891,Gold Loan,450268.51,2020-10-21 13:10:30,2026-10-20 13:10:30,1.11,32,Delhi,Active,Yearly,2,572,Good
L012178,C46134,Mutual Fund,598072.08,2016-10-07 13:10:30,2024-10-05 13:10:30,13.77,57,Maharashtra,Closed,Quarterly,1,609,Excellent
L012179,C04161,Microlending Loan,647838.05,2019-03-11 13:10:30,2026-03-09 13:10:30,3.06,39,Karnataka,Active,Quarterly,3,742,Good
L012180,C42847,Gold Loan,301955.94,2021-05-05 13:10:30,2029-05-03 13:10:30,7.42,17,Delhi,Defaulted,Yearly,1,658,Poor
L012181,C21575,Microlending Loan,597269.22,2019-09-01 13:10:30,2022-08-31 13:10:30,13.78,47,Maharashtra,Defaulted,Quarterly,0,534,Poor
L012182,C21619,Mutual Fund,725104.3,2023-12-04 13:10:30,2033-12-01 13:10:30,12.78,35,Maharashtra,Defaulted,Yearly,3,717,Poor
L012183,C37597,Microlending Loan,381731.89,2023-12-08 13:10:30,2029-12-06 13:10:30,9.61,45,Maharashtra,Closed,Quarterly,2,500,Excellent
L012184,C23359,Gold Loan,779717.13,2022-11-24 13:10:30,2027-11-23 13:10:30,10.75,52,Goa,Defaulted,Yearly,5,430,Poor
L012185,C31779,Investment Insurance,168831.06,2019-03-10 13:10:30,2027-03-08 13:10:30,8.08,57,Karnataka,Closed,Monthly,3,565,Excellent
L012186,C03483,Loan,538971.44,2015-08-16 13:10:30,2022-08-14 13:10:30,14.36,30,Maharashtra,Defaulted,Monthly,4,707,Poor
L012187,C17762,Gold Loan,236103.99,2016-08-13 13:10:30,2024-08-11 13:10:30,8.23,36,Karnataka,Closed,Monthly,2,510,Excellent
L012188,C27184,Mutual Fund,512350.59,2021-08-13 13:10:30,2027-08-12 13:10:30,10.28,18,Maharashtra,Closed,Quarterly,0,661,Excellent
L012189,C08727,Gold Loan,482754.38,2016-07-31 13:10:30,2021-07-30 13:10:30,9.49,46,Maharashtra,Defaulted,Yearly,2,476,Poor
L012190,C38780,Mutual Fund,621998.1,2016-06-14 13:10:30,2021-06-13 13:10:30,12.72,30,Maharashtra,Defaulted,Yearly,5,648,Poor
L012191,C17089,Loan,364253.25,2022-05-29 13:10:30,2028-05-27 13:10:30,12.05,44,Delhi,Defaulted,Monthly,2,666,Poor
L012192,C05170,Gold Loan,366262.04,2015-12-11 13:10:30,2019-12-10 13:10:30,9.3,13,Delhi,Closed,Yearly,0,533,Excellent
L012193,C17729,Loan,388392.06,2020-01-22 13:10:30,2027-01-20 13:10:30,10.55,11,Karnataka,Closed,Quarterly,2,409,Excellent
L012194,C02001,Investment Insurance,530972.52,2019-06-30 13:10:30,2022-06-29 13:10:30,9.59,46,Maharashtra,Defaulted,Monthly,1,744,Poor
L012195,C47312,Loan,738691.89,2021-06-16 13:10:30,2027-06-15 13:10:30,11.16,27,Maharashtra,Active,Quarterly,4,628,Good
L012196,C22813,Loan,519397.84,2024-01-16 13:10:30,2027-01-15 13:10:30,9.66,43,Goa,Closed,Quarterly,4,585,Excellent
L012197,C16736,Loan,767033,2024-09-11 13:10:30,2027-09-11 13:10:30,8.43,33,Delhi,Active,Monthly,5,503,Good
L012198,C38942,Microlending Loan,703722.75,2021-04-26 13:10:30,2028-04-24 13:10:30,7.82,25,Delhi,Closed,Yearly,4,766,Excellent
L012199,C23228,Microlending Loan,661408.53,2021-07-14 13:10:30,2027-07-13 13:10:30,9.06,25,Delhi,Active,Yearly,4,535,Good
L012200,C21604,Gold Loan,225733.72,2017-12-26 13:10:30,2021-12-25 13:10:30,13.81,21,Delhi,Active,Yearly,1,437,Good
L012201,C25167,Gold Loan,500309.08,2020-05-15 13:10:30,2029-05-13 13:10:30,11.39,36,Goa,Active,Monthly,3,603,Good
L012202,C35822,Gold Loan,212607.18,2023-03-13 13:10:30,2033-03-10 13:10:30,8.24,19,Maharashtra,Defaulted,Yearly,4,554,Poor
L012203,C16883,Loan,638799.54,2024-02-22 13:10:30,2034-02-19 13:10:30,13.97,47,Delhi,Active,Quarterly,3,641,Good
L012204,C47643,Mutual Fund,352371.3,2015-03-03 13:10:30,2024-02-29 13:10:30,9.03,33,Goa,Active,Yearly,0,562,Good
L012205,C43354,Gold Loan,854874.46,2019-03-07 13:10:30,2026-03-05 13:10:30,2.26,1,Karnataka,Active,Yearly,2,761,Good
L012206,C21779,Microlending Loan,304803.35,2016-03-16 13:10:30,2021-03-15 13:10:30,6.75,39,Goa,Active,Yearly,4,575,Good
L012207,C01913,Loan,364198.82,2024-11-08 13:10:30,2028-11-07 13:10:30,9.82,33,Karnataka,Defaulted,Monthly,4,603,Poor
L012208,C10619,Loan,263135.77,2020-03-27 13:10:30,2025-03-26 13:10:30,14.49,53,Goa,Closed,Monthly,2,676,Excellent
L012209,C39262,Gold Loan,614266.15,2023-08-07 13:10:30,2028-08-05 13:10:30,7.58,42,Maharashtra,Closed,Quarterly,5,640,Excellent
L012210,C11425,Gold Loan,253386.16,2016-04-05 13:10:30,2025-04-03 13:10:30,10.01,61,Karnataka,Defaulted,Quarterly,1,672,Poor
L012211,C03576,Gold Loan,420263.16,2017-01-31 13:10:30,2020-01-31 13:10:30,14.4,41,Delhi,Closed,Monthly,0,513,Excellent
L012212,C26466,Microlending Loan,604768.41,2023-10-05 13:10:30,2028-10-03 13:10:30,7.36,37,Delhi,Active,Yearly,4,779,Good
L012213,C36853,Gold Loan,656390.9,2021-12-23 13:10:30,2029-12-21 13:10:30,12.27,20,Delhi,Active,Yearly,2,659,Good
L012214,C35347,Gold Loan,479180.59,2022-05-10 13:10:30,2029-05-08 13:10:30,10.92,38,Goa,Closed,Quarterly,4,554,Excellent
L012215,C14222,Gold Loan,607078.53,2018-12-12 13:10:30,2028-12-09 13:10:30,14.04,15,Maharashtra,Closed,Monthly,2,593,Excellent
L012216,C39610,Investment Insurance,577516.58,2016-11-18 13:10:30,2026-11-16 13:10:30,11,28,Karnataka,Closed,Quarterly,3,767,Excellent
L012217,C44058,Loan,260345.59,2016-12-03 13:10:30,2021-12-02 13:10:30,14.36,-5,Delhi,Closed,Quarterly,1,540,Excellent
L012218,C30748,Investment Insurance,457243.66,2017-07-12 13:10:30,2024-07-10 13:10:30,9.51,48,Delhi,Active,Quarterly,4,639,Good
L012219,C32729,Investment Insurance,607332.04,2022-01-10 13:10:30,2032-01-08 13:10:30,10.81,18,Maharashtra,Defaulted,Monthly,4,582,Poor
L012220,C02154,Loan,639858.45,2015-06-22 13:10:30,2022-06-20 13:10:30,6.82,14,Maharashtra,Active,Quarterly,0,721,Good
L012221,C21415,Gold Loan,681243.08,2018-06-04 13:10:30,2024-06-02 13:10:30,9.36,43,Goa,Closed,Yearly,4,308,Excellent
L012222,C27863,Investment Insurance,696409.68,2020-12-12 13:10:30,2024-12-11 13:10:30,10.35,38,Maharashtra,Active,Monthly,2,548,Good
L012223,C15827,Mutual Fund,108019.24,2017-05-24 13:10:30,2022-05-23 13:10:30,14.42,48,Goa,Closed,Monthly,3,652,Excellent
L012224,C17369,Loan,352677.84,2022-08-06 13:10:30,2032-08-03 13:10:30,6.3,19,Maharashtra,Defaulted,Monthly,0,640,Poor
L012225,C15298,Gold Loan,316816.44,2016-05-14 13:10:30,2020-05-13 13:10:30,10.76,38,Maharashtra,Defaulted,Yearly,3,552,Poor
L012226,C34494,Investment Insurance,370684.39,2019-01-09 13:10:30,2029-01-06 13:10:30,9.77,21,Maharashtra,Closed,Quarterly,3,692,Excellent
L012227,C41485,Investment Insurance,91627.8,2017-03-29 13:10:30,2024-03-27 13:10:30,11.17,39,Delhi,Active,Yearly,0,641,Good
L012228,C36851,Microlending Loan,537739.48,2020-01-22 13:10:30,2024-01-21 13:10:30,11.55,53,Goa,Active,Quarterly,2,551,Good
L012229,C40332,Mutual Fund,546739.22,2023-09-03 13:10:30,2033-08-31 13:10:30,13.96,46,Goa,Active,Quarterly,5,584,Good
L012230,C07609,Microlending Loan,432474.53,2015-05-22 13:10:30,2021-05-20 13:10:30,17.37,42,Karnataka,Active,Yearly,0,468,Good
L012231,C37236,Investment Insurance,453045.09,2015-04-29 13:10:30,2025-04-26 13:10:30,14.1,47,Goa,Closed,Yearly,5,705,Excellent
L012232,C25656,Microlending Loan,750504.43,2023-06-15 13:10:30,2032-06-12 13:10:30,14.02,57,Karnataka,Active,Monthly,4,507,Good
L012233,C13373,Investment Insurance,572967.38,2024-04-24 13:10:30,2034-04-22 13:10:30,9.44,54,Goa,Closed,Monthly,4,682,Excellent
L012234,C04539,Mutual Fund,543187.58,2020-04-28 13:10:30,2030-04-26 13:10:30,15.49,45,Delhi,Defaulted,Quarterly,3,612,Poor
L012235,C19704,Investment Insurance,457109.06,2018-11-05 13:10:30,2023-11-04 13:10:30,7.49,34,Maharashtra,Defaulted,Quarterly,1,452,Poor
L012236,C07828,Mutual Fund,709486.67,2020-10-12 13:10:30,2029-10-10 13:10:30,8.49,35,Maharashtra,Closed,Yearly,2,478,Excellent
L012237,C07616,Mutual Fund,509945.92,2019-04-12 13:10:30,2029-04-09 13:10:30,8.81,33,Goa,Active,Monthly,0,519,Good
L012238,C03542,Loan,542347.88,2019-09-07 13:10:30,2028-09-04 13:10:30,12.38,45,Goa,Closed,Monthly,1,717,Excellent
L012239,C05309,Loan,543184.61,2020-02-09 13:10:30,2030-02-06 13:10:30,8.87,55,Karnataka,Active,Monthly,2,580,Good
L012240,C19075,Investment Insurance,216196.17,2016-05-15 13:10:30,2020-05-14 13:10:30,11.28,48,Maharashtra,Defaulted,Quarterly,1,642,Poor
L012241,C29708,Microlending Loan,665923.62,2020-04-22 13:10:30,2025-04-21 13:10:30,1.65,62,Karnataka,Defaulted,Yearly,1,609,Poor
L012242,C16409,Gold Loan,242658.57,2020-12-06 13:10:30,2028-12-04 13:10:30,9.52,32,Maharashtra,Defaulted,Yearly,3,641,Poor
L012243,C29285,Loan,321280.03,2016-01-03 13:10:30,2020-01-02 13:10:30,7.74,54,Delhi,Active,Yearly,1,638,Good
L012244,C27419,Microlending Loan,382375.02,2015-01-27 13:10:30,2021-01-25 13:10:30,8.96,72,Delhi,Closed,Yearly,3,757,Excellent
L012245,C47665,Gold Loan,348830.98,2017-06-12 13:10:30,2020-06-11 13:10:30,12.16,35,Delhi,Closed,Quarterly,0,638,Excellent
L012246,C02274,Loan,496186.52,2023-10-07 13:10:30,2029-10-05 13:10:30,11.1,56,Maharashtra,Active,Yearly,2,523,Good
L012247,C04134,Mutual Fund,394614.27,2019-10-01 13:10:30,2028-09-28 13:10:30,10.24,41,Maharashtra,Closed,Quarterly,4,738,Excellent
L012248,C44231,Mutual Fund,476143,2022-08-30 13:10:30,2026-08-29 13:10:30,11.66,44,Karnataka,Closed,Yearly,5,658,Excellent
L012249,C27848,Microlending Loan,355861.81,2020-05-17 13:10:30,2028-05-15 13:10:30,7.22,51,Goa,Active,Quarterly,4,683,Good
L012250,C22429,Mutual Fund,371457.57,2018-11-21 13:10:30,2024-11-19 13:10:30,13.62,50,Karnataka,Closed,Monthly,4,725,Excellent
L012251,C37967,Microlending Loan,296236.21,2015-10-26 13:10:30,2018-10-25 13:10:30,11.67,32,Delhi,Defaulted,Yearly,3,616,Poor
L012252,C32908,Mutual Fund,332777.95,2018-04-09 13:10:30,2024-04-07 13:10:30,5.74,39,Karnataka,Closed,Yearly,0,498,Excellent
L012253,C14261,Mutual Fund,242068,2020-03-22 13:10:30,2030-03-20 13:10:30,8.85,46,Maharashtra,Defaulted,Yearly,0,488,Poor
L012254,C33572,Investment Insurance,587281.38,2015-02-16 13:10:30,2020-02-15 13:10:30,7.11,43,Goa,Active,Quarterly,0,688,Good
L012255,C04058,Investment Insurance,801763.75,2017-08-23 13:10:30,2021-08-22 13:10:30,14.87,44,Maharashtra,Closed,Yearly,3,528,Excellent
L012256,C09178,Investment Insurance,529494.64,2019-01-12 13:10:30,2025-01-10 13:10:30,8.71,36,Maharashtra,Defaulted,Monthly,4,411,Poor
L012257,C01132,Microlending Loan,620793.93,2023-02-20 13:10:30,2031-02-18 13:10:30,7.5,41,Goa,Active,Yearly,1,468,Good
L012258,C00800,Mutual Fund,623807.04,2019-11-24 13:10:30,2024-11-22 13:10:30,9.38,31,Maharashtra,Defaulted,Monthly,5,777,Poor
L012259,C37268,Microlending Loan,546471.21,2020-11-18 13:10:30,2026-11-17 13:10:30,10.04,37,Delhi,Closed,Quarterly,2,681,Excellent
L012260,C49493,Loan,215508.19,2023-06-11 13:10:30,2029-06-09 13:10:30,9.78,18,Goa,Defaulted,Quarterly,2,585,Poor
L012261,C35641,Microlending Loan,195902.67,2019-02-05 13:10:30,2022-02-04 13:10:30,9.91,29,Maharashtra,Closed,Monthly,5,538,Excellent
L012262,C49460,Microlending Loan,734649.67,2019-04-13 13:10:30,2024-04-11 13:10:30,12.98,59,Goa,Defaulted,Yearly,2,570,Poor
L012263,C33113,Mutual Fund,380735.21,2020-07-29 13:10:30,2027-07-28 13:10:30,12.22,20,Maharashtra,Active,Monthly,2,750,Good
L012264,C03879,Investment Insurance,431470.3,2024-03-12 13:10:30,2030-03-11 13:10:30,6.61,40,Delhi,Defaulted,Yearly,3,445,Poor
L012265,C45915,Loan,696199.95,2021-09-24 13:10:30,2026-09-23 13:10:30,10.76,62,Goa,Active,Quarterly,4,462,Good
L012266,C45155,Microlending Loan,872394.38,2023-10-19 13:10:30,2027-10-18 13:10:30,12.4,42,Maharashtra,Defaulted,Yearly,5,580,Poor
L012267,C14879,Loan,292204.67,2016-02-03 13:10:30,2025-01-31 13:10:30,6.27,4,Maharashtra,Closed,Monthly,5,726,Excellent
L012268,C05442,Investment Insurance,548686.07,2020-07-06 13:10:30,2030-07-04 13:10:30,5.88,3,Karnataka,Defaulted,Monthly,2,498,Poor
L012269,C24844,Loan,429536.12,2024-03-14 13:10:30,2031-03-13 13:10:30,15.1,41,Goa,Active,Monthly,5,383,Good
L012270,C33673,Gold Loan,919814.01,2021-04-12 13:10:30,2024-04-11 13:10:30,8.17,67,Goa,Active,Yearly,0,614,Good
L012271,C14373,Microlending Loan,461323.75,2019-12-17 13:10:30,2027-12-15 13:10:30,12.71,42,Goa,Active,Monthly,3,664,Good
L012272,C29821,Loan,-50765.23,2019-09-21 13:10:30,2029-09-18 13:10:30,13.55,38,Maharashtra,Closed,Yearly,0,434,Excellent
L012273,C42527,Loan,601726.82,2017-11-13 13:10:30,2023-11-12 13:10:30,6.19,28,Karnataka,Closed,Monthly,4,725,Excellent
L012274,C35640,Loan,703889.18,2023-12-31 13:10:30,2029-12-29 13:10:30,4.24,22,Maharashtra,Closed,Quarterly,5,594,Excellent
L012275,C48008,Loan,333839.68,2017-05-18 13:10:30,2024-05-16 13:10:30,13.32,48,Goa,Closed,Monthly,5,652,Excellent
L012276,C02501,Investment Insurance,586359.36,2017-10-12 13:10:30,2026-10-10 13:10:30,10,22,Delhi,Defaulted,Yearly,0,607,Poor
L012277,C28586,Gold Loan,685631.54,2024-10-02 13:10:30,2032-09-30 13:10:30,6.36,40,Maharashtra,Active,Yearly,3,607,Good
L012278,C32033,Investment Insurance,482832.07,2018-09-30 13:10:30,2021-09-29 13:10:30,9.64,26,Karnataka,Closed,Monthly,4,574,Excellent
L012279,C15090,Investment Insurance,78333.15,2024-09-11 13:10:30,2029-09-10 13:10:30,8.52,47,Maharashtra,Defaulted,Monthly,4,690,Poor
L012280,C36671,Microlending Loan,574204.91,2021-01-25 13:10:30,2024-01-25 13:10:30,2.95,51,Goa,Defaulted,Yearly,5,334,Poor
L012281,C13286,Microlending Loan,996567.55,2021-01-11 13:10:30,2027-01-10 13:10:30,10.76,45,Delhi,Defaulted,Monthly,0,549,Poor
L012282,C25902,Mutual Fund,65593.2,2021-06-14 13:10:30,2027-06-13 13:10:30,13.64,59,Goa,Defaulted,Monthly,3,650,Poor
L012283,C08482,Investment Insurance,890791.98,2021-02-20 13:10:30,2025-02-19 13:10:30,10.01,27,Goa,Active,Yearly,1,476,Good
L012284,C21294,Gold Loan,540556.16,2024-09-04 13:10:30,2032-09-02 13:10:30,14.6,43,Goa,Closed,Yearly,2,612,Excellent
L012285,C12278,Mutual Fund,309467.57,2019-12-27 13:10:30,2025-12-25 13:10:30,12.58,24,Maharashtra,Active,Monthly,5,584,Good
L012286,C38332,Mutual Fund,453349.02,2021-10-11 13:10:30,2024-10-10 13:10:30,8.81,30,Delhi,Defaulted,Yearly,3,785,Poor
L012287,C19349,Investment Insurance,427509.28,2021-01-04 13:10:30,2025-01-03 13:10:30,13.41,33,Karnataka,Closed,Yearly,5,453,Excellent
L012288,C16849,Gold Loan,795186,2018-06-14 13:10:30,2025-06-12 13:10:30,12.27,66,Goa,Closed,Yearly,0,684,Excellent
L012289,C02141,Loan,329001.15,2018-03-01 13:10:30,2028-02-27 13:10:30,10.15,56,Delhi,Active,Monthly,0,516,Good
L012290,C17010,Microlending Loan,547544.72,2016-12-21 13:10:30,2020-12-20 13:10:30,8.66,39,Goa,Defaulted,Yearly,1,566,Poor
L012291,C28456,Investment Insurance,276586.31,2020-03-25 13:10:30,2024-03-24 13:10:30,6.98,47,Maharashtra,Closed,Yearly,5,547,Excellent
L012292,C40009,Loan,442054.62,2023-03-20 13:10:30,2027-03-19 13:10:30,2.98,59,Delhi,Closed,Quarterly,4,566,Excellent
L012293,C03271,Investment Insurance,257199.25,2022-12-13 13:10:30,2032-12-10 13:10:30,10.34,36,Maharashtra,Closed,Yearly,5,785,Excellent
L012294,C28063,Investment Insurance,457765.11,2018-09-15 13:10:30,2024-09-13 13:10:30,13.1,27,Delhi,Closed,Yearly,3,606,Excellent
L012295,C15161,Microlending Loan,395607.46,2016-07-30 13:10:30,2026-07-28 13:10:30,10.31,27,Maharashtra,Closed,Yearly,2,701,Excellent
L012296,C31850,Mutual Fund,592837.88,2021-11-12 13:10:30,2024-11-11 13:10:30,7.46,62,Maharashtra,Closed,Yearly,2,753,Excellent
L012297,C21553,Microlending Loan,883737.44,2015-07-17 13:10:30,2024-07-14 13:10:30,4.69,59,Karnataka,Closed,Monthly,1,640,Excellent
L012298,C32451,Mutual Fund,428637.07,2016-03-11 13:10:30,2026-03-09 13:10:30,11.31,52,Goa,Closed,Yearly,1,664,Excellent
L012299,C08580,Loan,385843.04,2016-10-01 13:10:30,2021-09-30 13:10:30,17.2,56,Goa,Closed,Quarterly,4,491,Excellent
L012300,C02820,Investment Insurance,529965.16,2016-10-10 13:10:30,2024-10-08 13:10:30,11.25,50,Karnataka,Active,Monthly,3,531,Good
L012301,C04489,Gold Loan,164583.7,2020-12-11 13:10:30,2026-12-10 13:10:30,8.59,57,Goa,Active,Yearly,2,594,Good
L012302,C15217,Loan,470931.08,2016-12-18 13:10:30,2026-12-16 13:10:30,12.4,20,Goa,Defaulted,Yearly,0,433,Poor
L012303,C11170,Mutual Fund,536383.54,2017-12-20 13:10:30,2026-12-18 13:10:30,6.29,32,Delhi,Closed,Yearly,1,662,Excellent
L012304,C14792,Mutual Fund,39190.63,2017-03-21 13:10:30,2021-03-20 13:10:30,8.29,56,Delhi,Defaulted,Monthly,3,669,Poor
L012305,C32474,Gold Loan,208721.08,2018-03-09 13:10:30,2028-03-06 13:10:30,8.32,35,Karnataka,Closed,Yearly,4,733,Excellent
L012306,C33180,Gold Loan,400837.43,2017-07-30 13:10:30,2020-07-29 13:10:30,4.27,43,Karnataka,Active,Yearly,0,683,Good
L012307,C01409,Investment Insurance,219395.8,2019-01-31 13:10:30,2025-01-29 13:10:30,9.25,32,Maharashtra,Defaulted,Yearly,1,576,Poor
L012308,C37697,Loan,797602.54,2017-07-24 13:10:30,2026-07-22 13:10:30,12.83,65,Maharashtra,Defaulted,Quarterly,4,670,Poor
L012309,C04134,Microlending Loan,752449.14,2024-10-30 13:10:30,2031-10-29 13:10:30,8.81,45,Karnataka,Closed,Quarterly,2,734,Excellent
L012310,C37572,Mutual Fund,479007.58,2015-06-02 13:10:30,2022-05-31 13:10:30,10.36,46,Karnataka,Active,Yearly,3,669,Good
L012311,C19623,Loan,791930.18,2018-02-06 13:10:30,2022-02-05 13:10:30,6.43,42,Karnataka,Active,Quarterly,5,702,Good
L012312,C12520,Mutual Fund,224004.5,2020-07-02 13:10:30,2030-06-30 13:10:30,11.09,32,Maharashtra,Closed,Yearly,0,791,Excellent
L012313,C08910,Gold Loan,426359.12,2023-07-30 13:10:30,2026-07-29 13:10:30,7.14,43,Goa,Active,Quarterly,5,770,Good
L012314,C45109,Investment Insurance,880004.5,2021-06-25 13:10:30,2024-06-24 13:10:30,9.79,43,Goa,Active,Quarterly,1,525,Good
L012315,C04766,Mutual Fund,219937.4,2017-01-02 13:10:30,2026-12-31 13:10:30,8.64,29,Maharashtra,Active,Yearly,2,616,Good
L012316,C48426,Investment Insurance,434562.35,2021-08-31 13:10:30,2027-08-30 13:10:30,7.85,35,Karnataka,Defaulted,Yearly,1,621,Poor
L012317,C35730,Microlending Loan,545946.93,2018-09-27 13:10:30,2021-09-26 13:10:30,9.05,41,Karnataka,Active,Quarterly,0,521,Good
L012318,C33892,Gold Loan,-145313.71,2017-07-27 13:10:30,2020-07-26 13:10:30,10.34,45,Goa,Active,Quarterly,0,468,Good
L012319,C23090,Mutual Fund,290335.68,2021-11-24 13:10:30,2026-11-23 13:10:30,7.81,50,Goa,Active,Yearly,1,726,Good
L012320,C07531,Loan,835600.7,2019-08-26 13:10:30,2029-08-23 13:10:30,3.63,48,Goa,Defaulted,Quarterly,5,748,Poor
L012321,C40229,Loan,557019.77,2021-08-09 13:10:30,2025-08-08 13:10:30,8.59,18,Karnataka,Active,Monthly,1,608,Good
L012322,C29429,Microlending Loan,703101.89,2024-03-07 13:10:30,2029-03-06 13:10:30,14.27,9,Karnataka,Defaulted,Quarterly,4,806,Poor
L012323,C42283,Gold Loan,512305.85,2020-08-16 13:10:30,2023-08-16 13:10:30,11.97,49,Goa,Defaulted,Quarterly,0,510,Poor
L012324,C02293,Loan,369190.01,2014-12-28 13:10:30,2017-12-27 13:10:30,9.62,30,Karnataka,Defaulted,Yearly,2,678,Poor
L012325,C37667,Microlending Loan,829789.91,2019-03-10 13:10:30,2022-03-09 13:10:30,8.87,39,Karnataka,Closed,Quarterly,0,466,Excellent
L012326,C40570,Microlending Loan,259052.12,2015-01-21 13:10:30,2018-01-20 13:10:30,9.65,58,Goa,Defaulted,Yearly,4,535,Poor
L012327,C30658,Microlending Loan,376317.14,2017-07-30 13:10:30,2026-07-28 13:10:30,12.61,48,Delhi,Closed,Monthly,3,672,Excellent
L012328,C28004,Loan,632454.69,2020-08-25 13:10:30,2030-08-23 13:10:30,12.3,61,Goa,Closed,Monthly,0,566,Excellent
L012329,C15386,Gold Loan,106658.31,2019-02-03 13:10:30,2026-02-01 13:10:30,7.45,56,Goa,Closed,Yearly,2,463,Excellent
L012330,C19286,Microlending Loan,384033.43,2022-05-16 13:10:30,2028-05-14 13:10:30,12.53,44,Delhi,Active,Yearly,4,563,Good
L012331,C46869,Gold Loan,612802.63,2021-06-21 13:10:30,2028-06-19 13:10:30,9.74,58,Karnataka,Closed,Quarterly,5,548,Excellent
L012332,C20169,Investment Insurance,634500.62,2017-12-19 13:10:30,2021-12-18 13:10:30,16.67,41,Maharashtra,Closed,Yearly,1,664,Excellent
L012333,C46980,Gold Loan,794166.14,2019-01-16 13:10:30,2028-01-14 13:10:30,8.54,33,Maharashtra,Defaulted,Yearly,1,622,Poor
L012334,C19021,Loan,798023.91,2020-09-09 13:10:30,2025-09-08 13:10:30,12.49,33,Goa,Active,Yearly,2,551,Good
L012335,C00134,Loan,518118.91,2016-04-18 13:10:30,2021-04-17 13:10:30,8.36,40,Maharashtra,Defaulted,Monthly,5,649,Poor
L012336,C48607,Gold Loan,548648.96,2016-08-23 13:10:30,2025-08-21 13:10:30,10.31,60,Goa,Defaulted,Quarterly,2,619,Poor
L012337,C49796,Gold Loan,694250.46,2016-12-20 13:10:30,2020-12-19 13:10:30,4.1,56,Karnataka,Active,Yearly,4,741,Good
L012338,C31483,Gold Loan,391576.81,2023-12-26 13:10:30,2026-12-25 13:10:30,6.44,36,Goa,Active,Yearly,2,582,Good
L012339,C40835,Microlending Loan,541546.81,2015-03-01 13:10:30,2020-02-28 13:10:30,16.96,7,Maharashtra,Defaulted,Monthly,2,719,Poor
L012340,C47857,Loan,242620.51,2022-06-23 13:10:30,2032-06-20 13:10:30,9.98,69,Maharashtra,Defaulted,Yearly,1,681,Poor
L012341,C21085,Loan,640122.62,2017-08-15 13:10:30,2020-08-14 13:10:30,7.17,9,Goa,Defaulted,Quarterly,2,487,Poor
L012342,C49175,Microlending Loan,647953.41,2023-04-09 13:10:30,2029-04-07 13:10:30,14.29,54,Delhi,Active,Quarterly,5,443,Good
L012343,C46959,Gold Loan,695531.17,2023-01-14 13:10:30,2029-01-12 13:10:30,12.74,29,Karnataka,Active,Quarterly,5,636,Good
L012344,C02822,Mutual Fund,373101.5,2017-02-19 13:10:30,2021-02-18 13:10:30,12.49,41,Maharashtra,Closed,Quarterly,0,472,Excellent
L012345,C05396,Mutual Fund,586013.65,2018-05-27 13:10:30,2023-05-26 13:10:30,7.17,5,Karnataka,Defaulted,Quarterly,3,599,Poor
L012346,C18164,Gold Loan,1002578.75,2019-05-12 13:10:30,2026-05-10 13:10:30,12.38,43,Maharashtra,Closed,Yearly,3,503,Excellent
L012347,C34409,Mutual Fund,379558.78,2020-07-08 13:10:30,2024-07-07 13:10:30,4.44,51,Goa,Active,Yearly,4,637,Good
L012348,C38234,Mutual Fund,607431.82,2024-09-17 13:10:30,2027-09-17 13:10:30,9.1,28,Karnataka,Closed,Quarterly,2,736,Excellent
L012349,C03092,Investment Insurance,371264.18,2015-06-21 13:10:30,2023-06-19 13:10:30,8.87,13,Delhi,Defaulted,Monthly,2,606,Poor
L012350,C05247,Investment Insurance,633772.04,2022-04-12 13:10:30,2032-04-09 13:10:30,9.45,21,Karnataka,Active,Quarterly,2,615,Good
L012351,C02813,Mutual Fund,471611.12,2016-05-07 13:10:30,2023-05-06 13:10:30,10.33,46,Maharashtra,Closed,Yearly,2,663,Excellent
L012352,C29774,Loan,211734.17,2016-11-08 13:10:30,2019-11-08 13:10:30,11.13,43,Maharashtra,Active,Monthly,0,554,Good
L012353,C36925,Investment Insurance,639240.98,2022-08-12 13:10:30,2030-08-10 13:10:30,7.93,63,Goa,Active,Yearly,0,495,Good
L012354,C14684,Gold Loan,680092.71,2015-02-16 13:10:30,2022-02-14 13:10:30,12.06,22,Delhi,Defaulted,Monthly,1,698,Poor
L012355,C15014,Gold Loan,532086,2017-03-14 13:10:30,2020-03-13 13:10:30,10.36,40,Goa,Active,Yearly,0,564,Good
L012356,C10453,Microlending Loan,929968.03,2021-05-20 13:10:30,2024-05-19 13:10:30,8.66,22,Karnataka,Closed,Quarterly,5,561,Excellent
L012357,C09562,Gold Loan,595044.83,2024-05-05 13:10:30,2032-05-03 13:10:30,10.27,29,Karnataka,Active,Monthly,2,526,Good
L012358,C02619,Mutual Fund,687297.02,2020-01-07 13:10:30,2030-01-04 13:10:30,7.36,20,Delhi,Closed,Monthly,4,645,Excellent
L012359,C36782,Microlending Loan,561904.79,2015-04-26 13:10:30,2021-04-24 13:10:30,11.94,45,Karnataka,Active,Yearly,1,511,Good
